,Respondent ID,Gender Role,Region of Ancestry: Africa,Region of Ancestry: East Asia and the Pacific,Region of Ancestry: Europe and Central Asia,Region of Ancestry: South Asia,Region of Ancestry: Middle East and North Africa,Region of Ancestry: Latin America and The Carribean,Current Region of Occupancy: West Coast,Current Region of Occupancy: The Midwest,Current Region of Occupancy: East Coast,Current Region of Occupancy: The South,Current Region of Occupancy: The North,Ethnicity: Black,Ethnicity: Caucasian,Ethnicity: Asian,Ethnicity: Hispanic or Latino,Ethnicity: Middle Eastern,Biological Gender,Education: Associate Degree,Education: Master's Degree,Education: High School Degree,Education: Trade School,Education: Bachelor's Degree,Education: Did not graduate high school,Education: Professional Degree,Education: Doctorate Degree,Income Range,Occupation: Unemployed,"Occupation: Professional, e.g. doctor, lawyer, teacher, executive",Occupation: Other,"Occupation: Specialist, e.g. technician, carpenter, hairdresser","Occupation: Office work, e.g. clerk, salesperson, secretary",Occupation: Retired,"Occupation: Service Industry, e.g. Farm labor, food service, house cleaner",Occupation: Student,Occupation: Homemaker,Political Affiliation,Age Group,Preferred Film Genre: Romance,Preferred Film Genre: Horror,Preferred Film Genre: Comedy,Preferred Film Genre: Drama,Preferred Film Genre: Historical,Preferred Film Genre: Animation,Preferred Film Genre: Documentary,Preferred Film Genre: Adventure,Preferred Film Genre: Fiction,Preferred Music Genre: Rap,Preferred Music Genre: Rock,Preferred Music Genre: Classical,Preferred Music Genre: Pop,Preferred Music Genre: R&B,Preferred Music Genre: Metal,Preferred Music Genre: Hip-Hop,Preferred Music Genre: Punk,Preferred Music Genre: Techno,Preferred Music Genre: Blues,Average time spent on Internet (in hours),Number of children,Number of vehicles owned,Marital Status: Single,Marital Status: Married,Marital Status: Divorced,Marital Status: In a relationship,Marital Status: Widowed,Joke ID,isAggressive,isIncongruence,Millenial,Gen X,Gen Z,Joke Rating
10,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 11,1,0,1,-1,-1,-1.0
11,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 12,1,1,-1,1,-1,-1.0
12,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 13,0,1,-1,-1,1,0.0
13,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 14,1,0,-1,1,-1,0.0
14,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 15,0,1,1,-1,-1,0.44
15,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 16,0,0,-1,1,-1,0.56
16,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 17,1,1,1,-1,-1,0.46
17,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 18,1,1,-1,-1,1,1.0
18,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 19,0,1,-1,1,-1,0.0
19,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 20,0,1,-1,-1,1,1.0
20,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 21,1,0,-1,-1,1,-0.01
21,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 22,0,1,1,-1,-1,-1.0
22,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 23,1,1,1,-1,-1,-1.0
23,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 24,1,0,1,-1,-1,-1.0
24,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 25,1,1,-1,1,-1,0.44
25,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 26,1,1,-1,-1,1,-0.01
26,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 27,0,1,-1,-1,1,0.37
27,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 28,0,1,-1,1,-1,0.03
28,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 29,0,1,-1,1,-1,1.0
29,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 30,0,1,1,-1,-1,-1.0
30,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 31,1,1,1,-1,-1,0.43
31,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 32,0,1,-1,-1,1,1.0
32,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 33,0,1,-1,-1,1,0.0
33,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 34,1,0,-1,1,-1,-1.0
34,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 35,0,0,1,-1,-1,-1.0
35,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 36,1,0,-1,1,-1,-1.0
36,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 37,0,1,-1,1,-1,-0.58
37,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 38,1,0,1,-1,-1,-0.55
38,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 39,0,0,1,-1,-1,-1.0
39,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 40,1,0,1,-1,-1,1.0
40,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 41,1,1,-1,1,-1,0.7
41,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 42,1,0,1,-1,-1,-1.0
42,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 43,0,0,-1,1,-1,-0.97
43,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 44,1,1,-1,-1,1,1.0
44,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 45,0,0,-1,-1,1,-1.0
45,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 46,0,0,1,-1,-1,-1.0
46,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 47,0,1,1,-1,-1,-1.0
47,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 48,1,1,-1,-1,1,-0.99
48,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 49,1,0,-1,1,-1,-0.97
49,10020787097,0.1615,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1.3777223102,1,-1,-1,-1,-1,-1,-1,-1,-1,0.008075,-0.606743504008,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.336098435224,-1.06726987038,-1.89406820811,1,-1,-1,-1,-1,Joke 50,0,1,-1,-1,1,1.0
